FIGHTER,HEIGHT,WEIGHT,REACH,STANCE,DOB,url,past_fights
John Marsh,"6' 0""",265 lbs.,--,Orthodox,"Sep 15, 1970",http://ufcstats.com/fighter-details/b6b12014698cc345,"[{'wl': 'loss', 'opponent': 'Mike van Arsdale', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Ricco Rodriguez', 'method': 'U-DEC', 'round': '2', 'time': '10:00'}]"
CJ Marsh,--,--,--,,--,http://ufcstats.com/fighter-details/4c91eb190d5e0dd9,[]
Eliot Marshall,"6' 2""",205 lbs.,"77""",Orthodox,"Jul 07, 1980",http://ufcstats.com/fighter-details/a08d909a5be6f410,"[{'wl': 'loss', 'opponent': 'Brandon Vera', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Luiz Cane', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '1', 'time': '2:15'}, {'wl': 'loss', 'opponent': 'Vladimir Matyushenko', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Jason Brilz', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Vinny Magalhaes', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Jules Bruchez', 'method': 'SUB\n \n \n\n Rear Naked Choke', 'round': '1', 'time': '1:27'}]"
Doug Marshall,"5' 10""",205 lbs.,--,Orthodox,"Sep 09, 1975",http://ufcstats.com/fighter-details/0c1773639c795466,"[{'wl': 'loss', 'opponent': 'Brian Stann', 'method': 'KO/TKO\n \n \n\n Punch', 'round': '1', 'time': '1:35'}, {'wl': 'win', 'opponent': 'Ariel Gandulla', 'method': 'SUB\n \n \n\n Armbar', 'round': '1', 'time': '0:55'}, {'wl': 'win', 'opponent': 'Justin McElfresh', 'method': 'KO/TKO\n \n\n\n Punches', 'round': '1', 'time': '2:16'}, {'wl': 'win', 'opponent': 'Lodune Sincaid', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '2', 'time': '0:51'}, {'wl': 'win', 'opponent': 'Jeff Terry', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '1', 'time': '1:50'}]"
David Marshall,"6' 2""",170 lbs.,--,,"Aug 24, 1984",http://ufcstats.com/fighter-details/0a2813f89a758ff7,"[{'wl': 'loss', 'opponent': 'James Terry', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}]"
Jack Marshman,"6' 0""",185 lbs.,"73""",Orthodox,"Dec 19, 1989",http://ufcstats.com/fighter-details/045f25b3a4c08e81,"[{'wl': 'loss', 'opponent': 'Sean Strickland', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Edmen Shahbazyan', 'method': 'SUB\n \n \n\n Rear Naked Choke', 'round': '1', 'time': '1:12'}, {'wl': 'win', 'opponent': 'John Phillips', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Karl Roberson', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Antonio Carlos Junior', 'method': 'SUB\n \n \n\n Rear Naked Choke', 'round': '1', 'time': '4:30'}, {'wl': 'win', 'opponent': 'Ryan Janes', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Thiago Santos', 'method': 'KO/TKO\n \n \n\n Kick', 'round': '2', 'time': '2:21'}, {'wl': 'win', 'opponent': 'Magnus Cedenblad', 'method': 'KO/TKO\n \n\n\n Punch', 'round': '2', 'time': '3:40'}]"
Terry Martin,"5' 8""",185 lbs.,"71""",Orthodox,"Oct 10, 1980",http://ufcstats.com/fighter-details/6a92caba39b64752,"[{'wl': 'loss', 'opponent': 'Scott Smith', 'method': 'KO/TKO\n \n \n\n Punch', 'round': '1', 'time': '0:29'}, {'wl': 'win', 'opponent': 'Cory Devela', 'method': 'KO/TKO\n \n \n\n Punch', 'round': '3', 'time': '2:08'}, {'wl': 'loss', 'opponent': 'Vitor Belfort', 'method': 'KO/TKO\n \n \n\n Punch', 'round': '2', 'time': '3:12'}, {'wl': 'loss', 'opponent': 'Marvin Eastman', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Chris Leben', 'method': 'KO/TKO\n \n \n\n Punch', 'round': '3', 'time': '3:56'}, {'wl': 'win', 'opponent': 'Ivan Salaverry', 'method': 'KO/TKO', 'round': '1', 'time': '2:04'}, {'wl': 'win', 'opponent': 'Jorge Rivera', 'method': 'KO/TKO\n \n\n\n Punch', 'round': '1', 'time': '0:14'}, {'wl': 'win', 'opponent': 'Keith Berry', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '1', 'time': '2:52'}, {'wl': 'loss', 'opponent': 'Jason Lambert', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '2', 'time': '2:37'}, {'wl': 'loss', 'opponent': 'James Irvin', 'method': 'KO/TKO\n \n \n\n Flying Knee', 'round': '2', 'time': '0:09'}]"
Eric Martin,--,--,--,,--,http://ufcstats.com/fighter-details/abbc4fc02e0d84b3,"[{'wl': 'loss', 'opponent': 'Justin Martin', 'method': 'SUB\n \n \n\n Heel Hook', 'round': '1', 'time': '0:14'}]"
Justin Martin,"6' 0""",185 lbs.,--,,--,http://ufcstats.com/fighter-details/3da19339ee7051d5,"[{'wl': 'win', 'opponent': 'Eric Martin', 'method': 'SUB\n \n \n\n Heel Hook', 'round': '1', 'time': '0:14'}]"
Dave Martin,"6' 0""",205 lbs.,--,,--,http://ufcstats.com/fighter-details/92c96df8bdab5fea,"[{'wl': 'loss', 'opponent': 'Jesse Gillespie', 'method': 'S-DEC', 'round': '3', 'time': '3:00'}, {'wl': 'loss', 'opponent': 'Jesse Gillespie', 'method': 'U-DEC', 'round': '3', 'time': '3:00'}]"
Joe Martin,"5' 9""",170 lbs.,--,,--,http://ufcstats.com/fighter-details/325550dab63fb25a,"[{'wl': 'loss', 'opponent': 'Clay Guida', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}]"
Anthony Rocco Martin,"6' 0""",170 lbs.,"73""",Orthodox,"Dec 11, 1989",http://ufcstats.com/fighter-details/5331b25a60417ffb,"[{'wl': 'loss', 'opponent': 'Neil Magny', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Ramazan Emeev', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Demian Maia', 'method': 'M-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Sergio Moraes', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Jake Matthews', 'method': 'SUB\n \n \n\n Anaconda Choke', 'round': '3', 'time': '1:19'}, {'wl': 'win', 'opponent': 'Ryan LaFlare', 'method': 'KO/TKO\n \n \n\n Kick', 'round': '3', 'time': '1:00'}, {'wl': 'win', 'opponent': 'Keita Nakamura', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Olivier Aubin-Mercier', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Johnny Case', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Alex White', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Felipe Olivieri', 'method': 'SUB\n \n \n\n Rear Naked Choke', 'round': '3', 'time': '3:02'}, {'wl': 'loss', 'opponent': 'Leonardo Santos', 'method': 'SUB\n \n \n\n Rear Naked Choke', 'round': '2', 'time': '2:29'}, {'wl': 'win', 'opponent': 'Fabricio Camoes', 'method': 'SUB\n \n \n\n Kimura', 'round': '1', 'time': '4:16'}, {'wl': 'loss', 'opponent': 'Beneil Dariush', 'method': 'SUB\n \n \n\n Arm Triangle', 'round': '2', 'time': '3:38'}, {'wl': 'loss', 'opponent': 'Rashid Magomedov', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}]"
Mallory Martin,"5' 4""",115 lbs.,"63""",Orthodox,"Jan 29, 1994",http://ufcstats.com/fighter-details/19b7738321cfae42,"[{'wl': 'loss', 'opponent': 'Cheyanne Vlismas', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Polyana Viana', 'method': 'SUB\n \n \n\n Armbar', 'round': '1', 'time': '3:18'}, {'wl': 'win', 'opponent': 'Hannah Cifers', 'method': 'SUB\n \n\n\n Rear Naked Choke', 'round': '2', 'time': '1:33'}, {'wl': 'loss', 'opponent': 'Virna Jandiroba', 'method': 'SUB\n \n \n\n Rear Naked Choke', 'round': '2', 'time': '1:16'}, {'wl': 'win', 'opponent': 'Micol Di Segni', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}]"
Michal Martinek,"6' 2""",230 lbs.,--,Southpaw,"Apr 19, 1990",http://ufcstats.com/fighter-details/9acf42aebe9bb895,"[{'wl': 'loss', 'opponent': 'Rodrigo Nascimento', 'method': 'SUB\n \n \n\n Arm Triangle', 'round': '1', 'time': '3:16'}]"
Rainy Martinez,"6' 0""",199 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/577ec7e108b94be3,"[{'wl': 'loss', 'opponent': 'Jerry Bohlander', 'method': 'SUB\n \n \n\n Rear Naked Choke', 'round': '1', 'time': '1:24'}]"
Danny Martinez,"5' 6""",125 lbs.,"67""",Orthodox,"Jun 14, 1985",http://ufcstats.com/fighter-details/8a9c6c4301f6d088,"[{'wl': 'win', 'opponent': 'Richie Vaculik', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Sirwan Kakai', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Scott Jorgensen', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Chris Cariaso', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Joseph Benavidez', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}]"
Alonzo Martinez,"5' 10""",155 lbs.,--,,"Apr 22, 1984",http://ufcstats.com/fighter-details/feffee4fc6da3aa3,"[{'wl': 'loss', 'opponent': 'Estevan Payan', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}]"
Henry Martinez,"5' 7""",155 lbs.,"69""",Southpaw,"Aug 07, 1983",http://ufcstats.com/fighter-details/76729a829623e266,"[{'wl': 'loss', 'opponent': 'Daron Cruickshank', 'method': 'KO/TKO\n \n \n\n Kick', 'round': '2', 'time': '2:57'}, {'wl': 'win', 'opponent': 'Bernardo Magalhaes', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Matthew Riddle', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}]"
Jonathan Martinez,"5' 8""",135 lbs.,"70""",Southpaw,"Apr 20, 1994",http://ufcstats.com/fighter-details/f2477cf43c4975cc,"[{'wl': 'loss', 'opponent': 'Jose Aldo', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Adrian Yanez', 'method': 'KO/TKO\n \n\n\n Kicks', 'round': '2', 'time': '2:26'}, {'wl': 'win', 'opponent': 'Said Nurmagomedov', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Cub Swanson', 'method': 'KO/TKO\n \n\n\n Kick', 'round': '2', 'time': '4:19'}, {'wl': 'win', 'opponent': 'Vince Morales', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Alejandro Perez', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Zviad Lazishvili', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Davey Grant', 'method': 'KO/TKO\n \n \n\n Punch', 'round': '2', 'time': '3:03'}, {'wl': 'win', 'opponent': 'Thomas Almeida', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Frankie Saenz', 'method': 'KO/TKO\n \n \n\n Knee', 'round': '3', 'time': '0:57'}, {'wl': 'loss', 'opponent': 'Andre Ewell', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Pingyuan Liu', 'method': 'KO/TKO\n \n\n\n Knee', 'round': '3', 'time': '3:54'}, {'wl': 'win', 'opponent': 'Wulijiburen', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Andre Soukhamthath', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}]"
Poppies Martinez,"5' 9""",145 lbs.,--,,"Aug 19, 1983",http://ufcstats.com/fighter-details/8851bb0418d27d28,"[{'wl': 'win', 'opponent': 'Robert Breslin', 'method': 'SUB\n \n \n\n Guillotine Choke', 'round': '1', 'time': '0:52'}, {'wl': 'win', 'opponent': 'Gigo Jara', 'method': 'SUB\n \n \n\n Rear Naked Choke', 'round': '2', 'time': '3:52'}]"
Andrew Martinez,"5' 9""",215 lbs.,--,,--,http://ufcstats.com/fighter-details/f8c2aba4815876b5,"[{'wl': 'draw', 'opponent': 'Robert Breslin', 'method': 'U-DEC', 'round': '2', 'time': '5:00'}]"
Mana Martinez,"5' 10""",135 lbs.,"70""",Orthodox,"Mar 25, 1996",http://ufcstats.com/fighter-details/c0386644627a7ee5,"[{'wl': 'loss', 'opponent': 'Cameron Saaiman', 'method': 'M-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Brandon Davis', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Ronnie Lawrence', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Guido Cannetti', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Drako Rodriguez', 'method': 'SUB\n \n \n\n Triangle Choke', 'round': '1', 'time': '2:22'}]"
Victor Martinez,"5' 8""",155 lbs.,"70""",Orthodox,"Jul 17, 1991",http://ufcstats.com/fighter-details/3e708ce33b6b18e6,"[{'wl': 'loss', 'opponent': 'Tom Nolan', 'method': 'KO/TKO\n \n \n\n Knee', 'round': '1', 'time': '3:50'}, {'wl': 'loss', 'opponent': 'Jordan Leavitt', 'method': 'KO/TKO\n \n \n\n Knees', 'round': '1', 'time': '2:27'}, {'wl': 'win', 'opponent': 'Jacob Rosales', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}]"
Roque Martinez,"5' 10""",250 lbs.,"72""",Orthodox,"Mar 04, 1986",http://ufcstats.com/fighter-details/2c5a0b8317f8f27a,[]
Wagner da Conceicao Martins,"6' 7""",390 lbs.,--,Orthodox,"May 19, 1978",http://ufcstats.com/fighter-details/563d051c9e769b24,"[{'wl': 'loss', 'opponent': 'Eric Esch', 'method': 'SUB\n \n \n\n Keylock', 'round': '1', 'time': '2:35'}, {'wl': 'loss', 'opponent': 'Antonio Rodrigo Nogueira', 'method': 'SUB\n \n \n\n Armbar', 'round': '1', 'time': '2:17'}, {'wl': 'loss', 'opponent': 'Fedor Emelianenko', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '1', 'time': '0:26'}, {'wl': 'win', 'opponent': 'Henry Miller', 'method': 'KO/TKO\n \n \n\n Knee', 'round': '1', 'time': '1:31'}]"
Adriano Martins,"5' 10""",155 lbs.,"72""",Southpaw,"Dec 16, 1982",http://ufcstats.com/fighter-details/7dcf06c1967801c1,"[{'wl': 'loss', 'opponent': 'Kajan Johnson', 'method': 'KO/TKO\n \n \n\n Punch', 'round': '3', 'time': '0:49'}, {'wl': 'loss', 'opponent': 'Leonardo Santos', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Islam Makhachev', 'method': 'KO/TKO\n \n\n\n Punch', 'round': '1', 'time': '1:46'}, {'wl': 'win', 'opponent': 'Rustam Khabilov', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Juan Manuel Puig', 'method': 'KO/TKO\n \n\n\n Punch', 'round': '1', 'time': '2:21'}, {'wl': 'loss', 'opponent': 'Donald Cerrone', 'method': 'KO/TKO\n \n \n\n Kick', 'round': '1', 'time': '4:40'}, {'wl': 'win', 'opponent': 'Daron Cruickshank', 'method': 'SUB\n \n\n\n Straight Armbar', 'round': '2', 'time': '2:49'}, {'wl': 'win', 'opponent': 'Jorge Gurgel', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Keita Nakamura', 'method': 'S-DEC', 'round': '2', 'time': '5:00'}]"
Lucas Martins,"6' 0""",145 lbs.,"72""",Southpaw,"Nov 11, 1988",http://ufcstats.com/fighter-details/7413b80dbb0f8f9f,"[{'wl': 'win', 'opponent': 'Robert Whiteford', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Mirsad Bektic', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '2', 'time': '0:30'}, {'wl': 'loss', 'opponent': 'Darren Elkins', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Alex White', 'method': 'KO/TKO\n \n\n\n Punch', 'round': '3', 'time': '2:08'}, {'wl': 'win', 'opponent': 'Ramiro Hernandez', 'method': 'SUB\n \n \n\n Rear Naked Choke', 'round': '1', 'time': '1:10'}, {'wl': 'win', 'opponent': 'Jeremy Larsen', 'method': 'KO/TKO\n \n\n\n Punch', 'round': '3', 'time': '0:13'}, {'wl': 'loss', 'opponent': 'Edson Barboza', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '1', 'time': '2:38'}]"
Max Martyniouk,--,155 lbs.,--,,--,http://ufcstats.com/fighter-details/69d3fa376ff2595e,"[{'wl': 'loss', 'opponent': 'Justin Lawrence', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}]"
Bristol Marunde,"6' 1""",170 lbs.,"75""",Orthodox,"Apr 20, 1982",http://ufcstats.com/fighter-details/a17322f99ddfd8e9,"[{'wl': 'loss', 'opponent': 'Viscardi Andrade', 'method': 'KO/TKO\n \n \n\n Punch', 'round': '1', 'time': '1:36'}, {'wl': 'loss', 'opponent': 'Clint Hester', 'method': 'KO/TKO\n \n \n\n Elbow', 'round': '3', 'time': '3:53'}, {'wl': 'loss', 'opponent': 'Jacare Souza', 'method': 'SUB\n \n \n\n Arm Triangle', 'round': '3', 'time': '2:43'}]"
Shoji Maruyama,"5' 7""",139 lbs.,--,Orthodox,"Apr 24, 1983",http://ufcstats.com/fighter-details/c046100aea0dba9a,"[{'wl': 'loss', 'opponent': 'Takeshi Yamazaki', 'method': 'U-DEC', 'round': '2', 'time': '5:00'}]"
Mike Massenzio,"6' 2""",185 lbs.,"73""",Southpaw,"Nov 01, 1982",http://ufcstats.com/fighter-details/5b2d7906aa894274,"[{'wl': 'loss', 'opponent': 'Karlos Vemola', 'method': 'SUB\n \n \n\n Rear Naked Choke', 'round': '2', 'time': '1:07'}, {'wl': 'loss', 'opponent': 'Rousimar Palhares', 'method': 'SUB\n \n \n\n Heel Hook', 'round': '1', 'time': '1:03'}, {'wl': 'win', 'opponent': 'Steve Cantwell', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Krzysztof Soszynski', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Brian Stann', 'method': 'SUB\n \n\n\n Triangle Choke', 'round': '3', 'time': '3:10'}, {'wl': 'loss', 'opponent': 'CB Dollaway', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '1', 'time': '3:01'}, {'wl': 'win', 'opponent': 'Drew McFedries', 'method': 'SUB\n \n \n\n Kimura', 'round': '1', 'time': '1:28'}]"
Jameel Massouh,"5' 10""",145 lbs.,"72""",Orthodox,"Sep 12, 1984",http://ufcstats.com/fighter-details/883922e5cd6d8473,"[{'wl': 'loss', 'opponent': 'Erik Koch', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Leonard Garcia', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Raphael Assuncao', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}]"
Tiffany Masters,"5' 3""",115 lbs.,"65""",Orthodox,"Jul 31, 1994",http://ufcstats.com/fighter-details/ca743f96dd2063d5,"[{'wl': 'loss', 'opponent': 'Jamie Colleen', 'method': 'SUB\n \n \n\n Armbar', 'round': '3', 'time': '4:43'}]"
Jorge Masvidal,"5' 11""",170 lbs.,"74""",Orthodox,"Nov 12, 1984",http://ufcstats.com/fighter-details/47b9e0e7703a4868,[]
Al Matavao,"5' 8""",205 lbs.,"67""",Orthodox,"Feb 23, 1994",http://ufcstats.com/fighter-details/eec3fe66a8b11a26,"[{'wl': 'loss', 'opponent': 'Tafon Nchukwi', 'method': 'KO/TKO\n \n \n\n Kick', 'round': '2', 'time': '2:01'}]"
Tateki Matsuda,"5' 7""",125 lbs.,--,Orthodox,"Feb 27, 1986",http://ufcstats.com/fighter-details/3a524c6700addc24,"[{'wl': 'loss', 'opponent': 'Joby Sanchez', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Chris Beal', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}]"
Daijiro Matsui,"5' 9""",200 lbs.,--,Orthodox,"Dec 05, 1972",http://ufcstats.com/fighter-details/cd42bbe8887bba90,"[{'wl': 'win', 'opponent': 'Kazuki Okubo', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Jerrel Venetiaan', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Rodrigo Gracie', 'method': 'SUB\n \n \n\n Guillotine Choke', 'round': '3', 'time': '0:28'}, {'wl': 'win', 'opponent': 'Quinton Jackson', 'method': 'DQ', 'round': '1', 'time': '0:14'}, {'wl': 'loss', 'opponent': 'Murilo Rua', 'method': 'KO/TKO\n \n \n\n Stomps', 'round': '3', 'time': '0:51'}, {'wl': 'loss', 'opponent': 'Ebenezer Fontes Braga', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Jose Landi-Jons', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Vitor Belfort', 'method': 'Decision', 'round': '2', 'time': '10:00'}, {'wl': 'loss', 'opponent': 'Igor Vovchanchyn', 'method': 'KO/TKO', 'round': '1', 'time': '5:03'}, {'wl': 'loss', 'opponent': 'Wanderlei Silva', 'method': 'Decision', 'round': '2', 'time': '10:00'}, {'wl': 'win', 'opponent': 'Bob Schrijber', 'method': 'DQ', 'round': '1', 'time': '10:00'}, {'wl': 'loss', 'opponent': 'Carlos Newton', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'draw', 'opponent': 'Sanae Kikuta', 'method': 'Other', 'round': '3', 'time': '10:00'}, {'wl': 'draw', 'opponent': 'Akira Shoji', 'method': 'Other', 'round': '4', 'time': '10:00'}]"
Koichiro Matsumoto,"5' 7""",145 lbs.,--,,"Mar 07, 1986",http://ufcstats.com/fighter-details/2fb6f197d1fbc779,"[{'wl': 'loss', 'opponent': 'Takeshi Inoue', 'method': 'KO/TKO', 'round': '1', 'time': '6:51'}]"
Naoki Matsushita,"5' 6""",155 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/990060b2a68a7b82,"[{'wl': 'draw', 'opponent': 'Hiroyuki Abe', 'method': 'Other', 'round': '2', 'time': '5:00'}]"
AJ Matthews,"5' 11""",185 lbs.,--,,--,http://ufcstats.com/fighter-details/18e4f61f16f458c6,"[{'wl': 'loss', 'opponent': 'Herman Terrado', 'method': 'KO/TKO', 'round': '1', 'time': '4:16'}]"
Jake Matthews,"5' 11""",170 lbs.,"73""",Orthodox,"Aug 19, 1994",http://ufcstats.com/fighter-details/a845f0735bc67405,"[{'wl': 'win', 'opponent': 'Phil Rowe', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Michael Morales', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Darrius Flowers', 'method': 'SUB\n \n \n\n Rear Naked Choke', 'round': '2', 'time': '2:37'}, {'wl': 'loss', 'opponent': 'Matthew Semelsberger', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Andre Fialho', 'method': 'KO/TKO\n \n\n\n Punch', 'round': '2', 'time': '2:24'}, {'wl': 'loss', 'opponent': 'Sean Brady', 'method': 'SUB\n \n \n\n Arm Triangle', 'round': '3', 'time': '3:28'}, {'wl': 'win', 'opponent': 'Diego Sanchez', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Emil Meek', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Rostem Akman', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Anthony Rocco Martin', 'method': 'SUB\n \n \n\n Anaconda Choke', 'round': '3', 'time': '1:19'}, {'wl': 'win', 'opponent': 'Shinsho Anzai', 'method': 'SUB\n \n \n\n Rear Naked Choke', 'round': '1', 'time': '2:44'}, {'wl': 'win', 'opponent': 'Li Jingliang', 'method': 'U-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'win', 'opponent': 'Bojan Velickovic', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Andrew Holbrook', 'method': 'S-DEC', 'round': '3', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'Kevin Lee', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '1', 'time': '4:06'}, {'wl': 'win', 'opponent': 'Johnny Case', 'method': 'SUB\n \n\n\n Rear Naked Choke', 'round': '3', 'time': '4:45'}, {'wl': 'win', 'opponent': 'Akbarh Arreola', 'method': 'KO/TKO', 'round': '2', 'time': '5:00'}, {'wl': 'loss', 'opponent': 'James Vick', 'method': 'SUB\n \n \n\n Guillotine Choke', 'round': '1', 'time': '4:53'}, {'wl': 'win', 'opponent': 'Vagner Rocha', 'method': 'SUB\n \n \n\n Rear Naked Choke', 'round': '2', 'time': '1:52'}, {'wl': 'win', 'opponent': 'Dashon Johnson', 'method': 'SUB\n \n \n\n Triangle Choke', 'round': '3', 'time': '3:16'}]"
Claudio Mattos,--,185 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/6e2b1d631832921d,"[{'wl': 'loss', 'opponent': 'Rousimar Palhares', 'method': 'SUB\n \n \n\n Injury', 'round': '1', 'time': '0:17'}]"
John Matua,"6' 2""",400 lbs.,--,Orthodox,--,http://ufcstats.com/fighter-details/c933d423ebdbbbdb,"[{'wl': 'loss', 'opponent': 'David Abbott', 'method': 'KO/TKO\n \n \n\n Punches', 'round': '1', 'time': '0:20'}]"
